character,keyword,reading,decomposition,spatial,ids,components_detail,tags
栩,used in 栩栩[xu3 xu3],xu3,tree + feathers,⿰ (left-right),⿰木羽,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span><br><span style=""color:#1a5276"">羽</span> <span style=""color:#666"">feathers</span>",SC::L1
逑,to match,qiu2,road + request,⿺ (bottom-left-wrap),⿺辶求,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">求</span> <span style=""color:#666"">request</span>",SC::L1
逋,to flee,bu1,road + Fu / offspring,⿺ (bottom-left-wrap),⿺辶甫,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">甫</span> <span style=""color:#666"">Fu / offspring</span>",SC::L1
彧,accomplished,yu4,or / a,⿻ (overlaid),⿻或𰀪,"<span style=""color:#1a5276"">或</span> <span style=""color:#666"">or / a</span>",SC::L1
豇,used in 豇豆[jiang1 dou4],jiang1,beans + work / craft,⿰ (left-right),⿰豆工,"<span style=""color:#1a5276"">豆</span> <span style=""color:#666"">beans</span><br><span style=""color:#1a5276"">工</span> <span style=""color:#666"">work / craft</span>",SC::L1
酐,anhydride,gan1,sign of the bird + dry / offend,⿰ (left-right),⿰酉干,"<span style=""color:#1a5276"">酉</span> <span style=""color:#666"">sign of the bird</span><br><span style=""color:#1a5276"">干</span> <span style=""color:#666"">dry / offend</span>",SC::L1
逦,meandering,li3,road + lovely,⿺ (bottom-left-wrap),⿺辶丽,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">丽</span> <span style=""color:#666"">lovely</span>",SC::L1
厝,to lay in place,cuo4,factory + times past / once upon a time,⿸ (top-left-wrap),⿸厂昔,"<span style=""color:#1a5276"">厂</span> <span style=""color:#666"">factory</span><br><span style=""color:#1a5276"">昔</span> <span style=""color:#666"">times past / once upon a time</span>",SC::L1
孬,contracted form of 不好[bu4 hao3],nao1,no / negative + good / fond,⿱ (top-bottom),⿱不好,"<span style=""color:#1a5276"">不</span> <span style=""color:#666"">no / negative</span><br><span style=""color:#1a5276"">好</span> <span style=""color:#666"">good / fond</span>",SC::L1
砝,used in 砝碼|砝码[fa3 ma3],fa3,stone + go / gone,⿰ (left-right),⿰石去,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span><br><span style=""color:#1a5276"">去</span> <span style=""color:#666"">go / gone</span>",SC::L1
砹,astatine (chemistry),ai4,stone + Chinese mugwort,⿰ (left-right),⿰石艾,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span><br><span style=""color:#1a5276"">艾</span> <span style=""color:#666"">Chinese mugwort</span>",SC::L1
砧,anvil,zhen1,stone + tell fortunes / fortune-telling,⿰ (left-right),⿰石占,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span><br><span style=""color:#1a5276"">占</span> <span style=""color:#666"">tell fortunes / fortune-telling</span>",SC::L1
砷,arsenic (chemistry),shen1,stone + express / speaketh,⿰ (left-right),⿰石申,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span><br><span style=""color:#1a5276"">申</span> <span style=""color:#666"">express / speaketh</span>",SC::L1
砟,fragments,zha3,stone + for the first time,⿰ (left-right),⿰石乍,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span><br><span style=""color:#1a5276"">乍</span> <span style=""color:#666"">for the first time</span>",SC::L1
砼,concrete (building material),tong2,stone + together (2),⿰ (left-right),⿰石仝,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span><br><span style=""color:#1a5276"">仝</span> <span style=""color:#666"">together (2)</span>",SC::L1
砣,steelyard weight,tuo2,stone + it,⿰ (left-right),⿰石它,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span><br><span style=""color:#1a5276"">它</span> <span style=""color:#666"">it</span>",SC::L1
剞,used in 剞劂[ji1 jue2],ji1,strange,⿰ (left-right),⿰奇刂,"<span style=""color:#1a5276"">奇</span> <span style=""color:#666"">strange</span>",SC::L1
砻,tool used to hull rice (similar to a grain mill),long2,dragon + stone,⿱ (top-bottom),⿱龙石,"<span style=""color:#1a5276"">龙</span> <span style=""color:#666"">dragon</span><br><span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span>",SC::L1
轼,handrail at the front of a carriage or chariot,shi4,car + style,⿰ (left-right),⿰车式,"<span style=""color:#1a5276"">车</span> <span style=""color:#666"">car</span><br><span style=""color:#1a5276"">式</span> <span style=""color:#666"">style</span>",SC::L1
轾,back and lower of chariot,zhi4,car + until / climax,⿰ (left-right),⿰车至,"<span style=""color:#1a5276"">车</span> <span style=""color:#666"">car</span><br><span style=""color:#1a5276"">至</span> <span style=""color:#666"">until / climax</span>",SC::L1
辂,"large carriage, esp. a conveyance for a monarch",lu4,car + each,⿰ (left-right),⿰车各,"<span style=""color:#1a5276"">车</span> <span style=""color:#666"">car</span><br><span style=""color:#1a5276"">各</span> <span style=""color:#666"">each</span>",SC::L1
鸫,thrush (bird of genus Turdus),dong1,east + bird,⿰ (left-right),⿰东鸟,"<span style=""color:#1a5276"">东</span> <span style=""color:#666"">east</span><br><span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L1
趸,wholesale,dun3,ten thousand + lower leg,⿱ (top-bottom),⿱万足,"<span style=""color:#1a5276"">万</span> <span style=""color:#666"">ten thousand</span><br><span style=""color:#1a5276"">足</span> <span style=""color:#666"">lower leg</span>",SC::L1
龀,to replace the milk teeth,chen4,teeth,⿰ (left-right),⿰齿𠤎,"<span style=""color:#1a5276"">齿</span> <span style=""color:#666"">teeth</span>",SC::L1
鸬,used in 鸕鶿|鸬鹚[lu2 ci2],lu2,Louvre + bird,⿰ (left-right),⿰卢鸟,"<span style=""color:#1a5276"">卢</span> <span style=""color:#666"">Louvre</span><br><span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L1
逍,used in 逍遙|逍遥[xiao1 yao2],xiao1,road + resemble / resemblance,⿺ (bottom-left-wrap),⿺辶肖,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">肖</span> <span style=""color:#666"">resemble / resemblance</span>",SC::L1
眬,used in 矇矓|蒙眬[meng2 long2],long2,eye + dragon,⿰ (left-right),⿰目龙,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span><br><span style=""color:#1a5276"">龙</span> <span style=""color:#666"">dragon</span>",SC::L1
唛,mark (loanword),mai4,mouth + wheat / barley,⿰ (left-right),⿰口麦,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">麦</span> <span style=""color:#666"">wheat / barley</span>",SC::L1
眙,place name (2),yi2,eye + platform / pedestal,⿰ (left-right),⿰目台,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span><br><span style=""color:#1a5276"">台</span> <span style=""color:#666"">platform / pedestal</span>",SC::L1
哧,breathing,chi1,mouth + crimson / red,⿰ (left-right),⿰口赤,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">赤</span> <span style=""color:#666"">crimson / red</span>",SC::L1
哽,to choke with emotion,geng3,mouth + even more / grow late,⿰ (left-right),⿰口更,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">更</span> <span style=""color:#666"">even more / grow late</span>",SC::L1
唔,oh (expression of agreement or surprise),wu2,mouth + I (literary),⿰ (left-right),⿰口吾,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">吾</span> <span style=""color:#666"">I (literary)</span>",SC::L1
晁,surname Chao,Chao2,day + portent,⿱ (top-bottom),⿱日兆,"<span style=""color:#1a5276"">日</span> <span style=""color:#666"">day</span><br><span style=""color:#1a5276"">兆</span> <span style=""color:#666"">portent</span>",SC::L1
鸮,owl (order Strigiformes),xiao1,appellation / nickname + bird,⿰ (left-right),⿰号鸟,"<span style=""color:#1a5276"">号</span> <span style=""color:#666"">appellation / nickname</span><br><span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L1
趵,jump,bao4,ladle,⿰ (left-right),⿰𧾷勺,"<span style=""color:#1a5276"">勺</span> <span style=""color:#666"">ladle</span>",SC::L1
趿,slipshod,ta1,catch up with / reach out,⿰ (left-right),⿰𧾷及,"<span style=""color:#1a5276"">及</span> <span style=""color:#666"">catch up with / reach out</span>",SC::L1
畛,field-path,zhen3,rice field + cocktail,⿰ (left-right),⿰田㐱,"<span style=""color:#1a5276"">田</span> <span style=""color:#666"">rice field</span><br><span style=""color:#1a5276"">㐱</span> <span style=""color:#666"">cocktail</span>",SC::L1
蚨,money,fu2,insect + husband,⿰ (left-right),⿰虫夫,"<span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span><br><span style=""color:#1a5276"">夫</span> <span style=""color:#666"">husband</span>",SC::L1
蚜,aphis,ya2,insect + tooth / tusk,⿰ (left-right),⿰虫牙,"<span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span><br><span style=""color:#1a5276"">牙</span> <span style=""color:#666"">tooth / tusk</span>",SC::L1
蚍,used in 蚍蜉[pi2 fu2],pi2,insect + compare,⿰ (left-right),⿰虫比,"<span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span><br><span style=""color:#1a5276"">比</span> <span style=""color:#666"">compare</span>",SC::L1
蚋,Simulia lugubris,rui4,insect + internal / inside,⿰ (left-right),⿰虫内,"<span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span><br><span style=""color:#1a5276"">内</span> <span style=""color:#666"">internal / inside</span>",SC::L1
蚬,basket clam (clam of family Corbiculidae),xian3,insect + see,⿰ (left-right),⿰虫见,"<span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span><br><span style=""color:#1a5276"">见</span> <span style=""color:#666"">see</span>",SC::L1
蚝,hairy and poisonous caterpillars,hao2,insect + fur,⿰ (left-right),⿰虫毛,"<span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span><br><span style=""color:#1a5276"">毛</span> <span style=""color:#666"">fur</span>",SC::L1
蚧,a red spotted lizard,jie4,insect + introduce / jammed in,⿰ (left-right),⿰虫介,"<span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span><br><span style=""color:#1a5276"">介</span> <span style=""color:#666"">introduce / jammed in</span>",SC::L1
唢,used in 嗩吶|唢呐[suo3 na4],suo3,mouth,⿰ (left-right),⿰口𭕆,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",SC::L1
圄,to imprison,yu3,pent in + I (literary),⿴ (surround),⿴囗吾,"<span style=""color:#1a5276"">囗</span> <span style=""color:#666"">pent in</span><br><span style=""color:#1a5276"">吾</span> <span style=""color:#666"">I (literary)</span>",SC::L1
唣,used in 囉唣|啰唣[luo2 zao4],zao4,mouth + soap,⿰ (left-right),⿰口皂,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">皂</span> <span style=""color:#666"">soap</span>",SC::L1
唏,sound of sobbing,xi1,mouth + hope,⿰ (left-right),⿰口希,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">希</span> <span style=""color:#666"">hope</span>",SC::L1
盎,ancient earthenware container with a big belly and small mouth,ang4,center + dish,⿱ (top-bottom),⿱央皿,"<span style=""color:#1a5276"">央</span> <span style=""color:#666"">center</span><br><span style=""color:#1a5276"">皿</span> <span style=""color:#666"">dish</span>",SC::L1
唑,azole (chemistry),zuo4,mouth + sit / sitting in meditation,⿰ (left-right),⿰口坐,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">坐</span> <span style=""color:#666"">sit / sitting in meditation</span>",SC::L1
崂,Laoshan,lao2,mountain + labor,⿰ (left-right),⿰山劳,"<span style=""color:#1a5276"">山</span> <span style=""color:#666"">mountain</span><br><span style=""color:#1a5276"">劳</span> <span style=""color:#666"">labor</span>",SC::L1
崃,name of a mountain in Sichuan,lai2,mountain + come,⿰ (left-right),⿰山来,"<span style=""color:#1a5276"">山</span> <span style=""color:#666"">mountain</span><br><span style=""color:#1a5276"">来</span> <span style=""color:#666"">come</span>",SC::L1
罡,stars of the Big Dipper that constitute the tail of the dipper,gang1,correct,⿱ (top-bottom),⿱罒正,"<span style=""color:#1a5276"">正</span> <span style=""color:#666"">correct</span>",SC::L1
罟,to implicate,gu3,ancient / old,⿱ (top-bottom),⿱罒古,"<span style=""color:#1a5276"">古</span> <span style=""color:#666"">ancient / old</span>",SC::L1
峪,valley (2),yu4,mountain + valley,⿰ (left-right),⿰山谷,"<span style=""color:#1a5276"">山</span> <span style=""color:#666"">mountain</span><br><span style=""color:#1a5276"">谷</span> <span style=""color:#666"">valley</span>",SC::L1
觊,to covet,ji4,(rhetorical question) + see,⿰ (left-right),⿰岂见,"<span style=""color:#1a5276"">岂</span> <span style=""color:#666"">(rhetorical question)</span><br><span style=""color:#1a5276"">见</span> <span style=""color:#666"">see</span>",SC::L1
赅,surname Gai,Gai1,shellfish + sign of the hog,⿰ (left-right),⿰贝亥,"<span style=""color:#1a5276"">贝</span> <span style=""color:#666"">shellfish</span><br><span style=""color:#1a5276"">亥</span> <span style=""color:#666"">sign of the hog</span>",SC::L1
钰,hard metal,yu4,jade / jewel,⿰ (left-right),⿰钅玉,"<span style=""color:#1a5276"">玉</span> <span style=""color:#666"">jade / jewel</span>",SC::L1
钲,gong used to halt troops,zheng1,correct,⿰ (left-right),⿰钅正,"<span style=""color:#1a5276"">正</span> <span style=""color:#666"">correct</span>",SC::L1
钴,cobalt (Taiwan pr. [gu1]),gu3,ancient / old,⿰ (left-right),⿰钅古,"<span style=""color:#1a5276"">古</span> <span style=""color:#666"">ancient / old</span>",SC::L1
钵,small earthenware plate or basin,bo1,notebook,⿰ (left-right),⿰钅本,"<span style=""color:#1a5276"">本</span> <span style=""color:#666"">notebook</span>",SC::L1
钹,cymbals,bo2,seeing-eye chihuahua,⿰ (left-right),⿰钅犮,"<span style=""color:#1a5276"">犮</span> <span style=""color:#666"">seeing-eye chihuahua</span>",SC::L1
钺,battle-ax,yue4,a battle-axe,⿰ (left-right),⿰钅戉,"<span style=""color:#1a5276"">戉</span> <span style=""color:#666"">a battle-axe</span>",SC::L1
钽,tantalum (chemistry),tan3,daybreak / nightbreak,⿰ (left-right),⿰钅旦,"<span style=""color:#1a5276"">旦</span> <span style=""color:#666"">daybreak / nightbreak</span>",SC::L1
钼,molybdenum (chemistry),mu4,eye,⿰ (left-right),⿰钅目,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span>",SC::L1
钿,"to inlay with gold, silver etc",dian4,rice field,⿰ (left-right),⿰钅田,"<span style=""color:#1a5276"">田</span> <span style=""color:#666"">rice field</span>",SC::L1
铀,uranium (chemistry),you2,wherefore,⿰ (left-right),⿰钅由,"<span style=""color:#1a5276"">由</span> <span style=""color:#666"">wherefore</span>",SC::L1
铂,platinum (chemistry),bo2,white,⿰ (left-right),⿰钅白,"<span style=""color:#1a5276"">白</span> <span style=""color:#666"">white</span>",SC::L1
铄,to fuse,shuo4,music,⿰ (left-right),⿰钅乐,"<span style=""color:#1a5276"">乐</span> <span style=""color:#666"">music</span>",SC::L1
铆,to fasten with a rivet,mao3,sign of the hare,⿰ (left-right),⿰钅卯,"<span style=""color:#1a5276"">卯</span> <span style=""color:#666"">sign of the hare</span>",SC::L1
